"Notes"	"State"	"State Code"	"Year"	"Year Code"	"ICD Sub-Chapter"	"ICD Sub-Chapter Code"	Deaths	Population	Crude Rate
	"California"	"06"	"2007"	"2007"	"Intentional self-harm"	"X60-X84"	629	36250311	1.7
	"California"	"06"	"2007"	"2007"	"Event of undetermined intent"	"Y10-Y34"	160	36250311	0.4
	"California"	"06"	"2008"	"2008"	"Other external causes of accidental injury"	"W00-X59"	3043	36604337	8.3
	"California"	"06"	"2008"	"2008"	"Intentional self-harm"	"X60-X84"	671	36604337	1.8
	"California"	"06"	"2008"	"2008"	"Event of undetermined intent"	"Y10-Y34"	145	36604337	0.4
	"California"	"06"	"2009"	"2009"	"Other external causes of accidental injury"	"W00-X59"	3236	36961229	8.8
	"California"	"06"	"2009"	"2009"	"Intentional self-harm"	"X60-X84"	647	36961229	1.8
	"California"	"06"	"2009"	"2009"	"Assault"	"X85-Y09"	14	36961229	Unreliable
	"California"	"06"	"2009"	"2009"	"Event of undetermined intent"	"Y10-Y34"	159	36961229	0.4
	"California"	"06"	"2010"	"2010"	"Other external causes of accidental injury"	"W00-X59"	3182	37253956	8.5
	"California"	"06"	"2010"	"2010"	"Intentional self-harm"	"X60-X84"	694	37253956	1.9
	"California"	"06"	"2010"	"2010"	"Event of undetermined intent"	"Y10-Y34"	173	37253956	0.5
	"California"	"06"	"2011"	"2011"	"Other external causes of accidental injury"	"W00-X59"	3359	37691912	8.9
	"California"	"06"	"2011"	"2011"	"Intentional self-harm"	"X60-X84"	685	37691912	1.8
	"California"	"06"	"2011"	"2011"	"Event of undetermined intent"	"Y10-Y34"	133	37691912	0.4
	"California"	"06"	"2012"	"2012"	"Other external causes of accidental injury"	"W00-X59"	3290	38041430	8.6
	"California"	"06"	"2012"	"2012"	"Intentional self-harm"	"X60-X84"	627	38041430	1.6
	"California"	"06"	"2012"	"2012"	"Assault"	"X85-Y09"	11	38041430	Unreliable
	"California"	"06"	"2012"	"2012"	"Event of undetermined intent"	"Y10-Y34"	112	38041430	0.3
	"California"	"06"	"2013"	"2013"	"Other external causes of accidental injury"	"W00-X59"	3647	38332521	9.5
	"California"	"06"	"2013"	"2013"	"Intentional self-harm"	"X60-X84"	678	38332521	1.8
	"California"	"06"	"2013"	"2013"	"Event of undetermined intent"	"Y10-Y34"	126	38332521	0.3
	"California"	"06"	"2014"	"2014"	"Other external causes of accidental injury"	"W00-X59"	3780	38802500	9.7
	"California"	"06"	"2014"	"2014"	"Intentional self-harm"	"X60-X84"	636	38802500	1.6
	"California"	"06"	"2014"	"2014"	"Event of undetermined intent"	"Y10-Y34"	99	38802500	0.3
	"California"	"06"	"2015"	"2015"	"Other external causes of accidental injury"	"W00-X59"	4002	39144818	10.2
	"California"	"06"	"2015"	"2015"	"Intentional self-harm"	"X60-X84"	545	39144818	1.4
	"California"	"06"	"2015"	"2015"	"Event of undetermined intent"	"Y10-Y34"	105	39144818	0.3
	"California"	"06"	"2016"	"2016"	"Other external causes of accidental injury"	"W00-X59"	3985	39250017	10.2
	"California"	"06"	"2016"	"2016"	"Intentional self-harm"	"X60-X84"	551	39250017	1.4
	"California"	"06"	"2016"	"2016"	"Event of undetermined intent"	"Y10-Y34"	113	39250017	0.3
	"California"	"06"	"2017"	"2017"	"Other external causes of accidental injury"	"W00-X59"	4271	39536653	10.8
	"California"	"06"	"2017"	"2017"	"Intentional self-harm"	"X60-X84"	511	39536653	1.3
	"California"	"06"	"2017"	"2017"	"Event of undetermined intent"	"Y10-Y34"	84	39536653	0.2
	"California"	"06"	"2018"	"2018"	"Other external causes of accidental injury"	"W00-X59"	4780	39557045	12.1
	"California"	"06"	"2018"	"2018"	"Intentional self-harm"	"X60-X84"	497	39557045	1.3
	"California"	"06"	"2018"	"2018"	"Event of undetermined intent"	"Y10-Y34"	66	39557045	0.2
	"California"	"06"	"2019"	"2019"	"Other external causes of accidental injury"	"W00-X59"	5603	39512223	14.2
	"California"	"06"	"2019"	"2019"	"Intentional self-harm"	"X60-X84"	503	39512223	1.3
	"California"	"06"	"2019"	"2019"	"Event of undetermined intent"	"Y10-Y34"	85	39512223	0.2
	"California"	"06"	"2020 "	"2020"	"Other external causes of accidental injury"	"W00-X59"	8401	39368078	21.3
	"California"	"06"	"2020 "	"2020"	"Intentional self-harm"	"X60-X84"	412	39368078	1.0
	"California"	"06"	"2020 "	"2020"	"Assault"	"X85-Y09"	10	39368078	Unreliable
	"California"	"06"	"2020 "	"2020"	"Event of undetermined intent"	"Y10-Y34"	85	39368078	0.2
	"Colorado"	"08"	"1999"	"1999"	"Other external causes of accidental injury"	"W00-X59"	193	4226018	4.6
	"Colorado"	"08"	"1999"	"1999"	"Intentional self-harm"	"X60-X84"	76	4226018	1.8
	"Colorado"	"08"	"1999"	"1999"	"Event of undetermined intent"	"Y10-Y34"	80	4226018	1.9
	"Colorado"	"08"	"2000"	"2000"	"Other external causes of accidental injury"	"W00-X59"	220	4301261	5.1
	"Colorado"	"08"	"2000"	"2000"	"Intentional self-harm"	"X60-X84"	59	4301261	1.4
	"Colorado"	"08"	"2000"	"2000"	"Event of undetermined intent"	"Y10-Y34"	71	4301261	1.7
	"Colorado"	"08"	"2001"	"2001"	"Other external causes of accidental injury"	"W00-X59"	240	4425687	5.4
	"Colorado"	"08"	"2001"	"2001"	"Intentional self-harm"	"X60-X84"	106	4425687	2.4
	"Colorado"	"08"	"2001"	"2001"	"Event of undetermined intent"	"Y10-Y34"	64	4425687	1.4
	"Colorado"	"08"	"2002"	"2002"	"Other external causes of accidental injury"	"W00-X59"	289	4490406	6.4
	"Colorado"	"08"	"2002"	"2002"	"Intentional self-harm"	"X60-X84"	98	4490406	2.2
	"Colorado"	"08"	"2002"	"2002"	"Event of undetermined intent"	"Y10-Y34"	59	4490406	1.3
	"Colorado"	"08"	"2003"	"2003"	"Other external causes of accidental injury"	"W00-X59"	322	4528732	7.1
	"Colorado"	"08"	"2003"	"2003"	"Intentional self-harm"	"X60-X84"	107	4528732	2.4
	"Colorado"	"08"	"2003"	"2003"	"Event of undetermined intent"	"Y10-Y34"	73	4528732	1.6
	"Colorado"	"08"	"2004"	"2004"	"Other external causes of accidental injury"	"W00-X59"	331	4575013	7.2
	"Colorado"	"08"	"2004"	"2004"	"Intentional self-harm"	"X60-X84"	132	4575013	2.9
	"Colorado"	"08"	"2004"	"2004"	"Event of undetermined intent"	"Y10-Y34"	55	4575013	1.2
	"Colorado"	"08"	"2005"	"2005"	"Other external causes of accidental injury"	"W00-X59"	416	4631888	9.0
	"Colorado"	"08"	"2005"	"2005"	"Intentional self-harm"	"X60-X84"	122	4631888	2.6
	"Colorado"	"08"	"2005"	"2005"	"Event of undetermined intent"	"Y10-Y34"	69	4631888	1.5
	"Colorado"	"08"	"2006"	"2006"	"Other external causes of accidental injury"	"W00-X59"	436	4720423	9.2
	"Colorado"	"08"	"2006"	"2006"	"Intentional self-harm"	"X60-X84"	100	4720423	2.1
	"Colorado"	"08"	"2006"	"2006"	"Event of undetermined intent"	"Y10-Y34"	90	4720423	1.9
	"Colorado"	"08"	"2007"	"2007"	"Other external causes of accidental injury"	"W00-X59"	507	4803868	10.6
	"Colorado"	"08"	"2007"	"2007"	"Intentional self-harm"	"X60-X84"	142	4803868	3.0
	"Colorado"	"08"	"2007"	"2007"	"Event of undetermined intent"	"Y10-Y34"	85	4803868	1.8
	"Colorado"	"08"	"2008"	"2008"	"Other external causes of accidental injury"	"W00-X59"	536	4889730	11.0
	"Colorado"	"08"	"2008"	"2008"	"Intentional self-harm"	"X60-X84"	133	4889730	2.7
	"Colorado"	"08"	"2008"	"2008"	"Event of undetermined intent"	"Y10-Y34"	79	4889730	1.6
	"Colorado"	"08"	"2009"	"2009"	"Other external causes of accidental injury"	"W00-X59"	564	4972195	11.3
	"Colorado"	"08"	"2009"	"2009"	"Intentional self-harm"	"X60-X84"	143	4972195	2.9
	"Colorado"	"08"	"2009"	"2009"	"Event of undetermined intent"	"Y10-Y34"	60	4972195	1.2
	"Colorado"	"08"	"2010"	"2010"	"Other external causes of accidental injury"	"W00-X59"	471	5029196	9.4
	"Colorado"	"08"	"2010"	"2010"	"Intentional self-harm"	"X60-X84"	130	5029196	2.6
	"Colorado"	"08"	"2010"	"2010"	"Event of undetermined intent"	"Y10-Y34"	53	5029196	1.1
	"Colorado"	"08"	"2011"	"2011"	"Other external causes of accidental injury"	"W00-X59"	636	5116796	12.4
	"Colorado"	"08"	"2011"	"2011"	"Intentional self-harm"	"X60-X84"	143	5116796	2.8
	"Colorado"	"08"	"2011"	"2011"	"Event of undetermined intent"	"Y10-Y34"	61	5116796	1.2
	"Colorado"	"08"	"2012"	"2012"	"Other external causes of accidental injury"	"W00-X59"	598	5187582	11.5
	"Colorado"	"08"	"2012"	"2012"	"Intentional self-harm"	"X60-X84"	152	5187582	2.9
	"Colorado"	"08"	"2012"	"2012"	"Event of undetermined intent"	"Y10-Y34"	56	5187582	1.1
	"Colorado"	"08"	"2013"	"2013"	"Other external causes of accidental injury"	"W00-X59"	602	5268367	11.4
	"Colorado"	"08"	"2013"	"2013"	"Intentional self-harm"	"X60-X84"	195	5268367	3.7
	"Colorado"	"08"	"2013"	"2013"	"Event of undetermined intent"	"Y10-Y34"	47	5268367	0.9
	"Colorado"	"08"	"2014"	"2014"	"Other external causes of accidental injury"	"W00-X59"	679	5355866	12.7
	"Colorado"	"08"	"2014"	"2014"	"Intentional self-harm"	"X60-X84"	173	5355866	3.2
	"Colorado"	"08"	"2014"	"2014"	"Event of undetermined intent"	"Y10-Y34"	47	5355866	0.9
	"Colorado"	"08"	"2015"	"2015"	"Other external causes of accidental injury"	"W00-X59"	707	5456574	13.0
	"Colorado"	"08"	"2015"	"2015"	"Intentional self-harm"	"X60-X84"	134	5456574	2.5
	"Colorado"	"08"	"2015"	"2015"	"Event of undetermined intent"	"Y10-Y34"	28	5456574	0.5
	"Colorado"	"08"	"2016"	"2016"	"Other external causes of accidental injury"	"W00-X59"	783	5540545	14.1
	"Colorado"	"08"	"2016"	"2016"	"Intentional self-harm"	"X60-X84"	135	5540545	2.4
	"Colorado"	"08"	"2016"	"2016"	"Event of undetermined intent"	"Y10-Y34"	23	5540545	0.4
	"Colorado"	"08"	"2017"	"2017"	"Other external causes of accidental injury"	"W00-X59"	835	5607154	14.9
	"Colorado"	"08"	"2017"	"2017"	"Intentional self-harm"	"X60-X84"	153	5607154	2.7
	"Colorado"	"08"	"2017"	"2017"	"Event of undetermined intent"	"Y10-Y34"	26	5607154	0.5
	"Colorado"	"08"	"2018"	"2018"	"Other external causes of accidental injury"	"W00-X59"	838	5695564	14.7
	"Colorado"	"08"	"2018"	"2018"	"Intentional self-harm"	"X60-X84"	137	5695564	2.4
	"Colorado"	"08"	"2018"	"2018"	"Event of undetermined intent"	"Y10-Y34"	19	5695564	Unreliable
	"Colorado"	"08"	"2019"	"2019"	"Other external causes of accidental injury"	"W00-X59"	891	5758736	15.5
	"Colorado"	"08"	"2019"	"2019"	"Intentional self-harm"	"X60-X84"	161	5758736	2.8
	"Colorado"	"08"	"2019"	"2019"	"Event of undetermined intent"	"Y10-Y34"	22	5758736	0.4
	"Colorado"	"08"	"2020 "	"2020"	"Other external causes of accidental injury"	"W00-X59"	1307	5807719	22.5
	"Colorado"	"08"	"2020 "	"2020"	"Intentional self-harm"	"X60-X84"	164	5807719	2.8
	"Colorado"	"08"	"2020 "	"2020"	"Event of undetermined intent"	"Y10-Y34"	20	5807719	0.3
	"Connecticut"	"09"	"1999"	"1999"	"Other external causes of accidental injury"	"W00-X59"	232	3386401	6.9
	"Connecticut"	"09"	"1999"	"1999"	"Intentional self-harm"	"X60-X84"	41	3386401	1.2
	"Connecticut"	"09"	"1999"	"1999"	"Event of undetermined intent"	"Y10-Y34"	37	3386401	1.1
	"Connecticut"	"09"	"2000"	"2000"	"Other external causes of accidental injury"	"W00-X59"	250	3405565	7.3
	"Connecticut"	"09"	"2000"	"2000"	"Intentional self-harm"	"X60-X84"	45	3405565	1.3
	"Connecticut"	"09"	"2000"	"2000"	"Event of undetermined intent"	"Y10-Y34"	25	3405565	0.7
	"Connecticut"	"09"	"2001"	"2001"	"Other external causes of accidental injury"	"W00-X59"	228	3432835	6.6
	"Connecticut"	"09"	"2001"	"2001"	"Intentional self-harm"	"X60-X84"	44	3432835	1.3
	"Connecticut"	"09"	"2001"	"2001"	"Event of undetermined intent"	"Y10-Y34"	35	3432835	1.0
	"Connecticut"	"09"	"2002"	"2002"	"Other external causes of accidental injury"	"W00-X59"	297	3458749	8.6
	"Connecticut"	"09"	"2002"	"2002"	"Intentional self-harm"	"X60-X84"	33	3458749	1.0
	"Connecticut"	"09"	"2002"	"2002"	"Event of undetermined intent"	"Y10-Y34"	24	3458749	0.7
	"Connecticut"	"09"	"2003"	"2003"	"Other external causes of accidental injury"	"W00-X59"	246	3484336	7.1
	"Connecticut"	"09"	"2003"	"2003"	"Intentional self-harm"	"X60-X84"	54	3484336	1.5
	"Connecticut"	"09"	"2004"	"2004"	"Other external causes of accidental injury"	"W00-X59"	274	3496094	7.8
	"Connecticut"	"09"	"2004"	"2004"	"Intentional self-harm"	"X60-X84"	40	3496094	1.1
	"Connecticut"	"09"	"2004"	"2004"	"Event of undetermined intent"	"Y10-Y34"	19	3496094	Unreliable
	"Connecticut"	"09"	"2005"	"2005"	"Other external causes of accidental injury"	"W00-X59"	251	3506956	7.2
	"Connecticut"	"09"	"2005"	"2005"	"Intentional self-harm"	"X60-X84"	25	3506956	0.7
	"Connecticut"	"09"	"2005"	"2005"	"Event of undetermined intent"	"Y10-Y34"	19	3506956	Unreliable
	"Connecticut"	"09"	"2006"	"2006"	"Other external causes of accidental injury"	"W00-X59"	347	3517460	9.9
	"Connecticut"	"09"	"2006"	"2006"	"Intentional self-harm"	"X60-X84"	45	3517460	1.3
	"Connecticut"	"09"	"2006"	"2006"	"Event of undetermined intent"	"Y10-Y34"	15	3517460	Unreliable
	"Connecticut"	"09"	"2007"	"2007"	"Other external causes of accidental injury"	"W00-X59"	357	3527270	10.1
	"Connecticut"	"09"	"2007"	"2007"	"Intentional self-harm"	"X60-X84"	44	3527270	1.2
	"Connecticut"	"09"	"2007"	"2007"	"Event of undetermined intent"	"Y10-Y34"	32	3527270	0.9
	"Connecticut"	"09"	"2008"	"2008"	"Other external causes of accidental injury"	"W00-X59"	336	3545579	9.5
	"Connecticut"	"09"	"2008"	"2008"	"Intentional self-harm"	"X60-X84"	35	3545579	1.0
	"Connecticut"	"09"	"2008"	"2008"	"Event of undetermined intent"	"Y10-Y34"	15	3545579	Unreliable
	"Connecticut"	"09"	"2009"	"2009"	"Other external causes of accidental injury"	"W00-X59"	320	3561807	9.0
	"Connecticut"	"09"	"2009"	"2009"	"Intentional self-harm"	"X60-X84"	51	3561807	1.4
	"Connecticut"	"09"	"2009"	"2009"	"Event of undetermined intent"	"Y10-Y34"	22	3561807	0.6
	"Connecticut"	"09"	"2010"	"2010"	"Other external causes of accidental injury"	"W00-X59"	298	3574097	8.3
	"Connecticut"	"09"	"2010"	"2010"	"Intentional self-harm"	"X60-X84"	45	3574097	1.3
	"Connecticut"	"09"	"2010"	"2010"	"Event of undetermined intent"	"Y10-Y34"	20	3574097	0.6
	"Connecticut"	"09"	"2011"	"2011"	"Other external causes of accidental injury"	"W00-X59"	340	3580709	9.5
	"Connecticut"	"09"	"2011"	"2011"	"Intentional self-harm"	"X60-X84"	51	3580709	1.4
	"Connecticut"	"09"	"2011"	"2011"	"Event of undetermined intent"	"Y10-Y34"	11	3580709	Unreliable
	"Connecticut"	"09"	"2012"	"2012"	"Other external causes of accidental injury"	"W00-X59"	375	3590347	10.4
	"Connecticut"	"09"	"2012"	"2012"	"Intentional self-harm"	"X60-X84"	50	3590347	1.4
	"Connecticut"	"09"	"2012"	"2012"	"Event of undetermined intent"	"Y10-Y34"	13	3590347	Unreliable
	"Connecticut"	"09"	"2013"	"2013"	"Other external causes of accidental injury"	"W00-X59"	507	3596080	14.1
	"Connecticut"	"09"	"2013"	"2013"	"Intentional self-harm"	"X60-X84"	58	3596080	1.6
	"Connecticut"	"09"	"2013"	"2013"	"Event of undetermined intent"	"Y10-Y34"	17	3596080	Unreliable
	"Connecticut"	"09"	"2014"	"2014"	"Other external causes of accidental injury"	"W00-X59"	554	3596677	15.4
	"Connecticut"	"09"	"2014"	"2014"	"Intentional self-harm"	"X60-X84"	61	3596677	1.7
	"Connecticut"	"09"	"2015"	"2015"	"Other external causes of accidental injury"	"W00-X59"	720	3590886	20.1
	"Connecticut"	"09"	"2015"	"2015"	"Intentional self-harm"	"X60-X84"	66	3590886	1.8
	"Connecticut"	"09"	"2015"	"2015"	"Event of undetermined intent"	"Y10-Y34"	11	3590886	Unreliable
	"Connecticut"	"09"	"2016"	"2016"	"Other external causes of accidental injury"	"W00-X59"	881	3576452	24.6
	"Connecticut"	"09"	"2016"	"2016"	"Intentional self-harm"	"X60-X84"	78	3576452	2.2
	"Connecticut"	"09"	"2016"	"2016"	"Event of undetermined intent"	"Y10-Y34"	10	3576452	Unreliable
	"Connecticut"	"09"	"2017"	"2017"	"Other external causes of accidental injury"	"W00-X59"	1007	3588184	28.1
	"Connecticut"	"09"	"2017"	"2017"	"Intentional self-harm"	"X60-X84"	61	3588184	1.7
	"Connecticut"	"09"	"2018"	"2018"	"Other external causes of accidental injury"	"W00-X59"	993	3572665	27.8
	"Connecticut"	"09"	"2018"	"2018"	"Intentional self-harm"	"X60-X84"	67	3572665	1.9
	"Connecticut"	"09"	"2019"	"2019"	"Other external causes of accidental injury"	"W00-X59"	1127	3565287	31.6
	"Connecticut"	"09"	"2019"	"2019"	"Intentional self-harm"	"X60-X84"	81	3565287	2.3
	"Connecticut"	"09"	"2020 "	"2020"	"Other external causes of accidental injury"	"W00-X59"	1303	3557006	36.6
	"Connecticut"	"09"	"2020 "	"2020"	"Intentional self-harm"	"X60-X84"	59	3557006	1.7
	"Delaware"	"10"	"1999"	"1999"	"Other external causes of accidental injury"	"W00-X59"	42	774990	5.4
	"Delaware"	"10"	"2000"	"2000"	"Other external causes of accidental injury"	"W00-X59"	39	783600	5.0
	"Delaware"	"10"	"2001"	"2001"	"Other external causes of accidental injury"	"W00-X59"	39	795699	4.9
	"Delaware"	"10"	"2001"	"2001"	"Intentional self-harm"	"X60-X84"	16	795699	Unreliable
	"Delaware"	"10"	"2002"	"2002"	"Other external causes of accidental injury"	"W00-X59"	65	806169	8.1
	"Delaware"	"10"	"2002"	"2002"	"Event of undetermined intent"	"Y10-Y34"	10	806169	Unreliable
	"Delaware"	"10"	"2003"	"2003"	"Other external causes of accidental injury"	"W00-X59"	59	818003	7.2
	"Delaware"	"10"	"2003"	"2003"	"Intentional self-harm"	"X60-X84"	16	818003	Unreliable
	"Delaware"	"10"	"2004"	"2004"	"Other external causes of accidental injury"	"W00-X59"	42	830803	5.1
	"Delaware"	"10"	"2004"	"2004"	"Intentional self-harm"	"X60-X84"	14	830803	Unreliable
	"Delaware"	"10"	"2005"	"2005"	"Other external causes of accidental injury"	"W00-X59"	49	845150	5.8
	"Delaware"	"10"	"2005"	"2005"	"Intentional self-harm"	"X60-X84"	10	845150	Unreliable
	"Delaware"	"10"	"2006"	"2006"	"Other external causes of accidental injury"	"W00-X59"	60	859268	7.0
	"Delaware"	"10"	"2006"	"2006"	"Event of undetermined intent"	"Y10-Y34"	12	859268	Unreliable
	"Delaware"	"10"	"2007"	"2007"	"Other external causes of accidental injury"	"W00-X59"	69	871749	7.9
	"Delaware"	"10"	"2007"	"2007"	"Intentional self-harm"	"X60-X84"	14	871749	Unreliable
	"Delaware"	"10"	"2007"	"2007"	"Event of undetermined intent"	"Y10-Y34"	13	871749	Unreliable
	"Delaware"	"10"	"2008"	"2008"	"Other external causes of accidental injury"	"W00-X59"	97	883874	11.0
	"Delaware"	"10"	"2008"	"2008"	"Intentional self-harm"	"X60-X84"	15	883874	Unreliable
	"Delaware"	"10"	"2008"	"2008"	"Event of undetermined intent"	"Y10-Y34"	12	883874	Unreliable
	"Delaware"	"10"	"2009"	"2009"	"Other external causes of accidental injury"	"W00-X59"	102	891730	11.4
	"Delaware"	"10"	"2009"	"2009"	"Intentional self-harm"	"X60-X84"	23	891730	2.6
	"Delaware"	"10"	"2009"	"2009"	"Event of undetermined intent"	"Y10-Y34"	11	891730	Unreliable
	"Delaware"	"10"	"2010"	"2010"	"Other external causes of accidental injury"	"W00-X59"	117	897934	13.0
	"Delaware"	"10"	"2010"	"2010"	"Intentional self-harm"	"X60-X84"	17	897934	Unreliable
	"Delaware"	"10"	"2010"	"2010"	"Event of undetermined intent"	"Y10-Y34"	11	897934	Unreliable
	"Delaware"	"10"	"2011"	"2011"	"Other external causes of accidental injury"	"W00-X59"	119	907135	13.1
	"Delaware"	"10"	"2011"	"2011"	"Intentional self-harm"	"X60-X84"	23	907135	2.5
	"Delaware"	"10"	"2011"	"2011"	"Event of undetermined intent"	"Y10-Y34"	18	907135	Unreliable
	"Delaware"	"10"	"2012"	"2012"	"Other external causes of accidental injury"	"W00-X59"	111	917092	12.1
	"Delaware"	"10"	"2012"	"2012"	"Intentional self-harm"	"X60-X84"	21	917092	2.3
	"Delaware"	"10"	"2013"	"2013"	"Other external causes of accidental injury"	"W00-X59"	131	925749	14.2
	"Delaware"	"10"	"2013"	"2013"	"Intentional self-harm"	"X60-X84"	20	925749	2.2
	"Delaware"	"10"	"2013"	"2013"	"Event of undetermined intent"	"Y10-Y34"	15	925749	Unreliable
	"Delaware"	"10"	"2014"	"2014"	"Other external causes of accidental injury"	"W00-X59"	152	935614	16.2
	"Delaware"	"10"	"2014"	"2014"	"Intentional self-harm"	"X60-X84"	25	935614	2.7
	"Delaware"	"10"	"2014"	"2014"	"Event of undetermined intent"	"Y10-Y34"	12	935614	Unreliable
	"Delaware"	"10"	"2015"	"2015"	"Other external causes of accidental injury"	"W00-X59"	169	945934	17.9
	"Delaware"	"10"	"2015"	"2015"	"Intentional self-harm"	"X60-X84"	12	945934	Unreliable
	"Delaware"	"10"	"2015"	"2015"	"Event of undetermined intent"	"Y10-Y34"	16	945934	Unreliable
	"Delaware"	"10"	"2016"	"2016"	"Other external causes of accidental injury"	"W00-X59"	264	952065	27.7
	"Delaware"	"10"	"2016"	"2016"	"Intentional self-harm"	"X60-X84"	11	952065	Unreliable
	"Delaware"	"10"	"2017"	"2017"	"Other external causes of accidental injury"	"W00-X59"	319	961939	33.2
	"Delaware"	"10"	"2017"	"2017"	"Event of undetermined intent"	"Y10-Y34"	11	961939	Unreliable
	"Delaware"	"10"	"2018"	"2018"	"Other external causes of accidental injury"	"W00-X59"	379	967171	39.2
	"Delaware"	"10"	"2018"	"2018"	"Event of undetermined intent"	"Y10-Y34"	14	967171	Unreliable
	"Delaware"	"10"	"2019"	"2019"	"Other external causes of accidental injury"	"W00-X59"	408	973764	41.9
	"Delaware"	"10"	"2019"	"2019"	"Intentional self-harm"	"X60-X84"	12	973764	Unreliable
	"Delaware"	"10"	"2019"	"2019"	"Event of undetermined intent"	"Y10-Y34"	15	973764	Unreliable
	"Delaware"	"10"	"2020 "	"2020"	"Other external causes of accidental injury"	"W00-X59"	426	986809	43.2
	"Delaware"	"10"	"2020 "	"2020"	"Intentional self-harm"	"X60-X84"	10	986809	Unreliable
	"District of Columbia"	"11"	"1999"	"1999"	"Other external causes of accidental injury"	"W00-X59"	47	570213	8.2
	"District of Columbia"	"11"	"2000"	"2000"	"Other external causes of accidental injury"	"W00-X59"	70	572059	12.2
	"District of Columbia"	"11"	"2001"	"2001"	"Other external causes of accidental injury"	"W00-X59"	85	574504	14.8
	"District of Columbia"	"11"	"2002"	"2002"	"Other external causes of accidental injury"	"W00-X59"	54	573158	9.4
	"District of Columbia"	"11"	"2003"	"2003"	"Other external causes of accidental injury"	"W00-X59"	90	568502	15.8
	"District of Columbia"	"11"	"2004"	"2004"	"Other external causes of accidental injury"	"W00-X59"	70	567754	12.3
	"District of Columbia"	"11"	"2004"	"2004"	"Event of undetermined intent"	"Y10-Y34"	10	567754	Unreliable
	"District of Columbia"	"11"	"2005"	"2005"	"Other external causes of accidental injury"	"W00-X59"	51	567136	9.0
